EmployeeID,EmployeeName,Email,PhoneNumber,Address,Department,Performance,Salary,HiringDate,JobTitle,WorkExperience,CurrentTask,IdleTimeHours
6738,William Cooper,sawyernathan@example.com,+1-417-455-8219x26874,"7938 Wallace Lakes, Heatherville, MH 29411",Marketing,9.16,74778.89,2010-10-14,"Engineer, structural",12,Research,3.52
7958,William Reed Jr.,icrawford@example.net,(817)643-5447,"9633 Miller Vista Apt. 117, Lake Lisahaven, IN 28713",IT,7.99,111836.23,2008-05-09,Equities trader,19,Meeting with Client,2.32
5178,Kevin Evans,melissaboone@example.net,001-561-717-7773x0428,"0614 Woodward Isle, East Lisa, DC 09614",Sales,2.06,105684.62,2003-04-26,"Physicist, medical",14,Coding,2.14
1127,Pedro Williamson,obridges@example.net,308.984.6500x1505,"5060 Caldwell Street, Vasquezville, VI 69199",Sales,9.13,52170.71,2008-03-07,"Social research officer, government",3,Meeting with Client,0.41
3266,Daniel Alvarez,gbrown@example.net,(908)948-2472x9039,"60604 Church Spring, Michelleview, CT 81211",Marketing,1.45,106803.12,2011-10-05,Ophthalmologist,12,Research,0.17
8338,Eric Anderson,dmurillo@example.net,495.646.8275x5487,"06748 Joel Common Suite 853, Richardview, NJ 92106",IT,7.0,97589.97,2014-10-01,Translator,2,Working on Project A,0.57
2851,Gary Moreno,wisejulie@example.com,001-829-381-6753x584,"08566 Mason Canyon, Snyderchester, AZ 64475",IT,6.49,31418.94,2018-02-16,"Psychologist, counselling",4,Meeting with Client,1.94
5709,Ana Perkins,hollowaymatthew@example.org,7436704971,"640 Park Manor, North Isaacland, AK 35530",IT,8.35,42575.8,2022-02-09,Equality and diversity officer,16,Meeting with Client,2.13
9418,Susan Haley,achen@example.com,(201)515-1458x1650,"51203 Wright Island, Cynthiafurt, NM 07727",Marketing,8.97,97520.44,2007-09-18,Research scientist (physical sciences),15,Coding,3.28
3724,Laura Villarreal,beckerronald@example.com,366.536.5431x94400,"Unit 0737 Box 4080, DPO AP 65834",HR,6.07,82874.46,2009-11-18,Physiological scientist,12,Research,1.22
9504,William Washington,jenniferdelgado@example.com,9474572441,"155 William Rapids Suite 449, Scottview, NV 81888",IT,7.54,32791.85,2012-02-04,"Teacher, secondary school",8,Working on Project A,4.23
9774,Natalie Bautista,kimberlypearson@example.org,510.911.9320x197,"08697 Booker Pine Suite 065, Schneiderport, MP 81652",Sales,5.65,50332.06,2012-03-19,Interior and spatial designer,12,Coding,1.04
7662,David Cole,yreed@example.com,9143003616,"04397 Jade Crossing, Wongfort, MT 71510",HR,1.01,44368.94,2023-05-04,Patent attorney,3,Working on Project A,3.06
6524,Travis Thompson,llambert@example.net,001-550-721-9328x054,"006 Karen Plaza Apt. 264, Weberchester, KS 96917",Sales,8.36,60581.84,2021-11-04,Multimedia specialist,7,Working on Project A,2.07
8585,Jessica Jackson,ryanyang@example.com,(622)640-6172,"5093 Jones Bypass, East Matthew, PW 85967",Sales,4.57,59939.84,2023-05-27,Community arts worker,18,Working on Project A,3.5
7289,Maria Hanson,rglenn@example.net,001-958-342-4373,"15423 Taylor Points Apt. 505, North James, VA 12991",Marketing,7.58,113965.57,2003-06-07,Commercial horticulturist,7,Meeting with Client,1.83
9812,Randy Lawson,ronaldbaker@example.org,9933333189,"69202 Daniel Circles Suite 543, Allenview, MI 40355",Marketing,9.83,51112.18,2023-09-20,Chartered legal executive (England and Wales),18,Working on Project A,1.72
5898,Kelly Davis,fosterconnie@example.org,989.558.2325x548,"13513 Taylor Station, South Jeffrey, KY 44772",Marketing,2.88,44730.22,2004-11-26,Fish farm manager,19,Meeting with Client,4.24
7187,Jillian Poole,awalker@example.org,542-422-9461x4060,"87188 Kelly Isle, Oliviafort, MA 28638",Sales,9.25,43583.26,2009-10-15,Equities trader,9,Research,2.51
3755,Michael Baker,phillip30@example.com,597-515-4223x98576,"38420 Heather Trail Suite 587, Richardstad, GU 37190",Sales,2.49,82675.92,2022-07-27,Conference centre manager,11,Coding,0.08
3309,Rachel Harris,pespinoza@example.com,623.377.2870x6032,"Unit 6494 Box 9567, DPO AP 36674",Sales,9.6,109617.29,2016-07-29,Tour manager,6,Coding,4.25
2378,Shane Mcintyre,luis38@example.com,001-262-803-7873x440,"8693 Vanessa Mission, New Kristen, AS 44789",HR,5.55,58764.25,2023-09-17,"Therapist, occupational",16,Research,3.55
5377,Deborah Galvan,randallblair@example.org,284-799-6116x8263,"6953 Brandy Keys Suite 209, Lake Shane, LA 94324",Sales,6.2,33595.75,2017-06-11,"Education officer, community",1,Working on Project A,3.01
8375,Ashley Jones,nperez@example.com,8608108862,"74664 Thomas Cape, Nortonport, AL 27024",Sales,7.63,71429.58,2007-12-10,Tourist information centre manager,3,Coding,0.66
3302,Brad Brown,perrykimberly@example.net,+1-264-986-7505x3618,"95785 Raymond Key, Harrisland, SC 56921",Sales,1.16,102849.34,2007-04-10,Materials engineer,12,Coding,4.85
3260,Jacqueline Russell,newmanaaron@example.org,8405519033,"Unit 8416 Box 2539, DPO AE 52754",Sales,3.51,31105.72,2015-09-27,Housing manager/officer,13,Coding,1.27
9741,Mark Garcia,brittney49@example.com,(610)978-8424x185,"5601 Sarah Garden, Owensstad, MN 42354",Marketing,9.05,47605.28,2001-11-15,Garment/textile technologist,6,Working on Project A,3.15
4491,Crystal Thompson,arthur28@example.org,+1-652-932-2564x35981,"75255 Smith Shore Suite 076, West Megan, NJ 28336",HR,9.57,115289.37,2021-11-03,Environmental education officer,2,Coding,0.03
5014,Brian Parks,rjimenez@example.net,+1-266-624-5390x167,"PSC 0857, Box 3190, APO AP 42444",Marketing,4.45,72893.65,2004-12-24,Community development worker,14,Working on Project A,4.35
7461,Sarah Miller,johnsonkelsey@example.org,803-961-4648,"8427 Tanya Rue, West Scott, UT 23625",HR,1.83,105716.01,2014-03-14,Pensions consultant,8,Research,2.67
9839,Tracy Ayala,millernicole@example.org,+1-878-941-8229x47874,"67547 Ricky Knoll, Jeffreyfort, PW 03570",Marketing,6.95,79688.64,2017-03-30,Camera operator,3,Research,3.03
9641,John Phillips,jeanettelittle@example.com,(928)671-0399x84493,"579 Kristin Corners, East Nicolemouth, AL 73762",Marketing,2.88,112508.87,2004-03-09,Speech and language therapist,10,Working on Project A,0.11
3607,Bonnie Miller,jonathancastillo@example.org,(638)757-8867x103,"09073 Heather Points, Gillespieside, MP 29744",Marketing,2.52,31953.1,2023-09-07,"Civil engineer, contracting",16,Working on Project A,1.61
7867,Angela Harrison,brianmunoz@example.net,(548)336-5538x2837,"65045 Jacob Landing, North Michaelbury, AR 99536",HR,1.65,45336.68,2017-08-28,Medical sales representative,11,Research,1.04
2185,Brittany Riley,mmarks@example.org,225.588.8663,"63338 Jessica Manors Suite 172, Joshuamouth, ID 81965",Marketing,2.3,69341.1,2009-10-28,Armed forces training and education officer,19,Meeting with Client,0.33
6036,Jody Wade,pbarber@example.org,728.288.8240,"19724 Jenny Stream, New Francis, ND 21559",Marketing,2.05,55017.24,2021-07-30,Archivist,7,Coding,2.51
2461,Angela Whitney,uramos@example.net,001-287-226-8502x4290,"5346 Becky Loop Apt. 641, Lake Alexanderberg, AK 03590",HR,3.91,39083.21,2020-06-26,"Surveyor, rural practice",3,Meeting with Client,2.25
9751,Leslie Mclean,timothy45@example.net,001-289-967-7347,"276 Campbell Summit Suite 515, Lake Roger, GA 77785",HR,2.27,31806.76,2019-03-18,Arts administrator,8,Coding,2.35
5066,Brenda Sanchez,zmooney@example.net,001-235-702-2229,"46734 Russell Extensions Suite 228, North Sara, PR 47627",Marketing,4.58,118773.41,2003-11-14,Quantity surveyor,5,Working on Project A,2.11
8431,Robert Moreno,michaelmiller@example.net,001-405-516-9925,"4491 Crystal Manors Apt. 694, North John, MO 99749",Sales,5.74,104468.87,2011-03-20,Press photographer,2,Working on Project A,2.25
9669,Michael Beard,susan82@example.net,+1-577-832-4341x102,"20068 Kelly Walks Apt. 926, Williamchester, ID 03398",HR,7.11,116079.51,2012-09-10,Social researcher,13,Working on Project A,1.33
7670,Jamie Cummings,rblake@example.net,(433)474-5870,"5076 William Plains Suite 163, North Nichole, HI 19171",Sales,3.29,115898.64,2002-01-28,Chief Strategy Officer,2,Working on Project A,1.65
6672,Rebecca Novak,graykenneth@example.org,001-917-283-6757x05503,"708 Rhonda Common Suite 074, Lestermouth, CA 36367",IT,4.72,53007.01,2022-07-06,Ophthalmologist,12,Meeting with Client,2.01
5722,Brittany Perez,pford@example.org,970-897-7840,"0555 Palmer Village, Hamiltonshire, MO 68093",HR,6.19,73955.81,2000-08-14,"Teacher, music",17,Meeting with Client,1.94
4114,Megan Mcdowell,lawrencegarrison@example.com,748-735-9321,"0009 Bryant Circles Suite 413, Kennethhaven, SC 79612",Marketing,6.49,118780.16,2012-05-17,Arts development officer,18,Coding,4.84
1384,Shawn Cummings,obrienvanessa@example.net,951.849.6643,"65174 Jacobs Vista Suite 703, Jackfort, LA 83576",HR,6.64,99340.42,2008-12-21,Adult nurse,14,Research,2.34
1662,Maria Montoya,jacob67@example.com,471-939-0866,"63868 Dixon View Suite 483, Patrickfort, MT 05920",IT,1.8,56210.35,2000-03-21,Commercial horticulturist,19,Coding,3.39
1694,Mrs. Karen Blake DVM,shanelogan@example.com,245.708.5755x3766,"709 Sharp Prairie, West Leslie, HI 53135",Sales,6.0,47121.53,2009-06-05,Hospital pharmacist,1,Meeting with Client,4.2
8629,Mary Flores,joshua15@example.net,(892)797-3215x427,"297 Cindy Plains Suite 045, North Susan, GA 50725",Marketing,6.04,49312.36,2008-04-21,Information systems manager,5,Coding,1.14
6502,Anthony Osborn,tiffanyjimenez@example.com,8466961997,"165 Johnson Circle Apt. 776, Ericview, WI 09630",HR,6.81,115505.35,2010-07-24,"Research officer, trade union",11,Meeting with Client,3.99
5245,Michael Saunders,parsonsshannon@example.net,950.618.3059x7123,"03403 Courtney Meadows, East Melissa, AS 61706",Sales,5.01,103928.99,2020-02-28,Broadcast presenter,4,Meeting with Client,2.77
3407,Christopher Brown,ericdavis@example.com,840-847-0116x607,"848 Reyes Crossing, Phillipsbury, OH 63799",Sales,8.14,117030.87,2013-04-18,Insurance risk surveyor,9,Coding,1.92
8896,Lawrence King,jeffreygraham@example.org,+1-755-894-8340x29814,"967 Schmitt Islands Suite 536, Jacobshire, IA 75712",IT,3.97,45518.64,2008-02-26,Estate manager/land agent,5,Research,0.64
9191,Michael Jordan,vanessa83@example.com,(387)603-5218,"342 Brown Pines Apt. 707, Lanceland, GA 95183",IT,7.03,92607.25,2012-07-08,"Production designer, theatre/television/film",17,Meeting with Client,1.16
6734,Stephanie Sutton,greenmiguel@example.com,+1-526-608-0085,"569 Jones Hill, East Christopher, SD 61600",Sales,6.45,43240.2,2016-02-10,Forensic scientist,10,Research,3.61
6847,Gregory Martinez,kochphillip@example.org,397.942.9728,"9849 Mallory Tunnel Suite 545, North Aliciaport, VI 15564",IT,7.76,61354.0,2006-01-08,Chartered certified accountant,1,Research,3.44
8830,Tyler Schaefer,wayne29@example.org,811.568.9854,"6485 Lawrence Fall Suite 871, Markfurt, KS 46502",Marketing,6.22,98806.54,2004-06-01,"Engineer, structural",15,Working on Project A,0.26
3915,Alexander Nolan,hmelton@example.org,228.585.9966x723,"3958 Edward Way Apt. 712, Dawnberg, DC 26021",Sales,9.46,86535.46,2023-02-06,Adult guidance worker,18,Working on Project A,2.52
3471,Carlos Lam,esmith@example.com,001-386-302-9943x31327,"39752 Howe Glen, Gardnermouth, TN 31456",Sales,5.16,89943.79,2017-11-04,Police officer,8,Working on Project A,4.36
7589,Jean Smith,nelsonedward@example.org,+1-297-889-1193,"520 Sims Coves Suite 921, West Stevenville, OH 18416",Sales,8.22,71629.1,2007-10-16,Ergonomist,4,Meeting with Client,4.11
4665,Jody Meyers,jackson73@example.net,001-201-895-5747x571,"628 Adams Greens Apt. 639, Ashleyhaven, MD 08368",Sales,3.58,58645.45,2022-01-09,Sports development officer,1,Coding,3.19
2648,Kelly Keller,bdavis@example.net,815.834.8704x16500,"81458 Derek Prairie, East Chloefurt, HI 91763",HR,8.08,37048.68,2017-03-06,Insurance underwriter,18,Coding,2.62
7128,James Colon,craig20@example.net,564-274-6344x4759,"79919 Mary Run Suite 935, Larrymouth, OK 51964",Marketing,9.4,64362.58,2002-12-20,Network engineer,14,Coding,1.27
2473,Crystal Brown,vbennett@example.org,001-688-680-4508x305,"673 Christina Ports Apt. 036, Lake Robertbury, MS 44250",HR,6.86,60411.82,2012-12-28,Chiropractor,20,Working on Project A,0.58
1478,Darin Perry,dennis35@example.org,348-859-7082,"7595 Lynch Wells Apt. 671, East Robertborough, NY 61176",IT,4.7,67891.71,2017-06-18,"Nurse, adult",1,Research,3.12
4670,Christine Richardson,john68@example.org,4417962392,"5419 Thomas Bypass, Jeffreyfurt, NC 60236",Marketing,4.92,93252.85,2001-07-07,Psychiatrist,1,Meeting with Client,1.5
6348,Henry Thompson,claylisa@example.net,001-473-917-2724x72960,"692 Antonio Stream Suite 708, East Kathleenburgh, DC 27295",Marketing,7.49,104038.56,2013-04-22,"Development worker, community",6,Working on Project A,2.77
6559,Jamie Dean,pgonzalez@example.org,7194996233,"909 Melinda Cove, East Corey, NY 73556",IT,9.79,66539.71,2009-07-03,"Geneticist, molecular",12,Meeting with Client,1.51
6444,Colton Griffin,amy75@example.com,603-963-4900x5236,"895 Deleon Heights Suite 848, New Patrick, SD 98960",IT,2.68,57060.62,2016-03-13,Art gallery manager,20,Meeting with Client,3.37
1647,Brandon Aguirre,wilsonamanda@example.net,001-702-742-1660x72380,"47951 Kathy Groves Apt. 110, South Mary, GA 74506",Marketing,7.74,72789.93,2017-10-12,Diplomatic Services operational officer,17,Meeting with Client,1.82
8165,Brian Taylor,matthew85@example.com,982-392-9619,"9983 Brandy Ports Suite 871, South Thomasmouth, WV 79799",IT,8.11,74758.01,2005-01-01,Prison officer,11,Coding,2.16
7570,Jeffrey Gibson,anne72@example.org,342-865-1459,"6431 Paul Court, Aaronbury, AL 27747",Marketing,5.17,77829.86,2017-06-11,Community pharmacist,10,Research,0.77
3571,Javier Hall,kenneth89@example.net,+1-917-558-3711x35222,"6960 Gina Mount, Lisamouth, MN 48472",Marketing,4.33,48989.75,2010-01-10,Market researcher,20,Meeting with Client,1.31
8847,Mark Robinson,gina45@example.com,(829)298-8042x979,"00602 Mann Drive, North Williamburgh, NJ 04893",Sales,1.24,84823.14,2018-05-23,Clinical cytogeneticist,2,Working on Project A,1.2
6414,Luis Johnson,lcarroll@example.com,+1-717-762-3466x66988,"81587 Dillon Extension Apt. 651, East Rebecca, SD 22228",Marketing,5.59,34461.02,2010-08-26,"Conservator, museum/gallery",4,Research,4.85
2832,Robert Ortiz,millerregina@example.com,+1-391-456-2217x061,"81474 Kayla Underpass Suite 497, Meganburgh, FM 96573",HR,2.86,88725.15,2013-08-04,Warehouse manager,2,Meeting with Client,2.37
9577,Stephanie Stevens,collinsmatthew@example.net,(598)850-6016,"06419 Erica Parks, Port Kathleen, PW 83582",Sales,9.68,30270.67,2010-12-18,"Surveyor, commercial/residential",8,Working on Project A,1.62
9718,Ashley Cole,toddwarner@example.com,+1-897-876-1020,"41945 Joseph Fields Apt. 733, Port Jessica, PA 89614",IT,6.42,102216.15,2015-07-30,Airline pilot,15,Working on Project A,3.2
6039,Ashley Martinez,mariawalsh@example.com,001-547-425-4761x8220,"PSC 2990, Box 0578, APO AP 65703",Sales,1.71,95639.53,2002-06-22,Television/film/video producer,3,Coding,1.47
5727,Scott Hart,burnsjustin@example.net,452-598-4352x54959,"50204 Steven Point, East Terribury, NM 69075",Marketing,3.43,68885.65,2019-08-18,Horticultural therapist,3,Coding,2.77
4748,Dominique Riley,fuentestracy@example.net,+1-659-266-0731x500,"105 Tara Neck Suite 193, Port Savannah, AS 48979",HR,2.16,46341.52,2000-09-12,Agricultural consultant,12,Coding,4.14
1389,Ann Elliott,angelakelley@example.net,+1-713-222-3652,"Unit 5162 Box 4242, DPO AE 59733",HR,8.56,34965.04,2016-12-23,Cartographer,20,Research,0.63
6844,Seth Rodriguez,onorman@example.com,+1-272-764-5964x97263,"2262 Herrera Curve Apt. 744, North Sandra, PW 03565",Marketing,5.48,73792.66,2009-04-23,Rural practice surveyor,20,Coding,0.81
5197,Michael Brown,icox@example.org,4775482708,"98234 Cassandra Greens, Kristinamouth, AR 64491",IT,4.07,42875.99,2017-01-11,Chartered public finance accountant,18,Meeting with Client,4.62
5212,Taylor Sanford,landerson@example.org,4833831690,"Unit 8792 Box 3293, DPO AA 53272",IT,8.45,30849.01,2008-09-04,Actor,1,Coding,2.8
5529,Michael Stewart,sherry26@example.com,618-298-8060x2928,"36567 Tonya Flat Suite 918, Murrayport, AR 42415",Marketing,9.95,103248.58,2020-12-31,Water engineer,1,Meeting with Client,2.51
5821,Jordan Schmidt,olsonmichael@example.net,001-421-711-1219,"57603 Jones Extension Suite 242, North Henrystad, HI 38997",Marketing,9.3,116420.86,2007-09-11,Futures trader,13,Coding,3.65
9051,Holly King,charlesgonzalez@example.com,(788)769-9694x4915,"112 Cantrell Grove Apt. 578, Racheltown, WV 62319",Sales,9.16,44302.44,2013-07-14,Banker,20,Working on Project A,2.95
2301,Sarah Gonzales,ugolden@example.com,+1-394-705-7128x115,"67535 Steven Haven, Johnhaven, FL 43065",Marketing,7.81,64631.32,2016-01-12,Facilities manager,2,Research,5.0
4278,Dr. Christian Fitzgerald MD,claudia45@example.net,501-812-5761x30612,"610 Hunt Harbors Suite 568, Silvaport, OH 85567",IT,4.11,89868.25,2008-04-02,Purchasing manager,2,Coding,3.13
7501,Lori Roberson,medinasarah@example.org,+1-427-998-9962x3105,"352 Ryan Locks, South Charles, SD 53500",HR,6.69,36658.19,2000-10-29,Computer games developer,2,Research,0.89
7333,Bonnie Jones,cherylwebb@example.org,(807)699-2798,"8951 Logan Bypass Suite 609, South Mario, PR 15500",Sales,4.45,94700.04,2010-05-08,"Therapist, art",5,Coding,2.47
8997,Anna Compton,tara03@example.net,748-202-6832,"4903 Christopher Highway, Crawfordburgh, NH 47890",IT,3.36,48772.72,2010-02-27,Police officer,5,Working on Project A,1.56
2651,Jessica Hanna,joshuaallen@example.com,001-536-385-2620x992,"132 Marcus Parks, East Sharonland, NC 88733",Sales,3.69,95940.77,2005-12-21,Community development worker,12,Working on Project A,3.6
6656,Lori Moreno,fryesarah@example.com,001-381-300-3019,"459 Burns Corners, Hardinberg, AZ 32615",IT,5.44,109346.83,2005-12-11,Chartered management accountant,1,Meeting with Client,3.86
1362,Paul Pierce,mrussell@example.com,9876446500,"626 Collier Inlet Apt. 661, South Edward, FL 88131",Sales,5.48,56302.39,2001-04-27,Multimedia programmer,5,Research,0.36
5764,Alexis Green,reeddarryl@example.com,+1-379-698-4397,"PSC 8378, Box 0786, APO AP 17848",Sales,8.89,71740.43,2004-12-16,Audiological scientist,16,Working on Project A,3.49
3226,Elizabeth Webster,tmoreno@example.net,427.533.9349x691,"5041 Benjamin Ferry, Clarkview, AR 00550",HR,2.31,52366.7,2005-04-28,"Surveyor, building",18,Working on Project A,3.98
8126,Donald Rogers,michaeljuarez@example.com,(886)377-6068x68397,"478 Jeremy Causeway Apt. 823, Hamiltonstad, IA 85696",HR,3.81,89952.07,2005-09-27,Systems developer,4,Meeting with Client,3.76
2528,Emily Walsh,loganscott@example.com,4302374736,"790 Thomas Mill, West Nicole, SD 10319",IT,4.18,58829.0,2010-04-28,Early years teacher,12,Meeting with Client,1.43
4318,Karen James,brianalopez@example.org,(634)644-6476x829,"7015 Cruz Fields Apt. 780, West Jose, RI 82830",IT,2.95,86234.85,2012-01-02,"Psychologist, prison and probation services",13,Meeting with Client,2.57
3496,Lisa Taylor,jenniferward@example.org,(847)572-1931x77899,"8495 Davis Land, New Antonio, KY 68124",Sales,6.91,82974.52,2023-05-22,"Surveyor, commercial/residential",11,Meeting with Client,1.22
5127,Gregory Webb,devin00@example.org,(413)708-3199,"278 Jones Vista Suite 961, Gordonmouth, RI 46112",Marketing,4.22,114843.7,2013-08-31,Ceramics designer,8,Working on Project A,3.49
4333,Ryan Martinez,wendy53@example.com,690-828-3699,"78993 David Path Suite 105, Port Danielletown, KY 17188",HR,8.84,75673.41,2005-04-26,Recruitment consultant,6,Coding,2.62
7599,Valerie Rodriguez,davissarah@example.org,+1-960-394-5569x8990,"633 Nguyen Brook Apt. 870, New Brandonhaven, WV 36201",Marketing,7.2,103763.38,2013-04-12,Seismic interpreter,7,Coding,3.24
1586,Julie Moore,ronniecarrillo@example.com,2679423171,"PSC 8342, Box 9912, APO AA 36711",Marketing,3.94,92290.33,2021-02-27,Heritage manager,18,Working on Project A,2.55
1413,Joseph Morris,joshua67@example.com,+1-903-591-5860x7663,"0819 Peterson Landing Apt. 209, New Juliafort, VA 05302",HR,5.64,88739.08,2022-02-19,"Psychologist, counselling",6,Research,3.84
3866,Michael Ward,deborahalexander@example.com,001-583-723-0456x125,"4339 Macdonald Street, Erikafort, NM 56813",HR,3.58,103783.07,2014-11-12,Public affairs consultant,13,Research,0.51
9183,Carlos Mejia,ssmith@example.org,001-530-486-5570x765,"5085 Ross Harbors Suite 610, Michaelborough, GA 57585",Sales,5.44,64811.01,2015-12-25,Estate agent,4,Research,4.09
2124,Matthew Reilly,rodriguezbrendan@example.org,678-210-0557,"3672 Alyssa Creek, Ericchester, NC 70385",Sales,2.58,115242.38,2009-11-05,Engineering geologist,12,Working on Project A,1.51
8390,Ashley Gordon,xdiaz@example.org,655.545.1788x532,"293 Emily Locks Apt. 859, Simonside, MS 15393",IT,6.91,98541.69,2012-10-13,Podiatrist,20,Working on Project A,2.59
6329,Antonio Rodriguez,miguelhernandez@example.net,(657)274-6904x3855,"85444 Randall Junction Apt. 871, Jessicamouth, KY 74526",HR,3.52,54692.86,2004-07-02,Land,2,Research,2.17
5939,Dylan Campbell,williamsonkevin@example.org,2146849361,"21093 Miller Ford, New Shannon, CA 09125",Sales,2.33,48474.18,2021-02-13,"Teacher, adult education",2,Working on Project A,2.14
9953,Jason Carter,robinsonpeter@example.org,4798555598,"02729 Mcintyre Pines, New Juanchester, MP 58633",HR,5.59,102249.34,2011-01-09,"Scientist, research (life sciences)",15,Coding,4.24
5800,Sean Rice,santiagoedward@example.com,629-256-5854x23689,"43852 Yang Fall Apt. 156, West Waynetown, KY 76673",HR,5.16,42391.35,2001-08-18,Visual merchandiser,4,Working on Project A,0.31
4922,Sarah Bradley,rodriguezkathryn@example.net,+1-574-385-9085x47064,"0428 Erica Village Apt. 158, Kennethtown, KY 57219",IT,3.97,42176.18,2014-12-09,Production manager,8,Research,0.33
1938,Brenda Miranda,wandafischer@example.net,(501)883-4471,"Unit 7187 Box 3893, DPO AE 58370",Sales,2.37,76627.67,2015-10-11,"Exhibitions officer, museum/gallery",19,Coding,1.4
2201,James Douglas,beth42@example.com,001-994-837-4654x7971,"759 Kayla Cape Suite 510, Shellyshire, OR 95927",Sales,4.79,97460.27,2006-01-29,"Therapist, sports",18,Working on Project A,0.35
5947,Douglas Barnes,johnsonchristopher@example.org,637.229.4405,"1413 Logan Trafficway, North Michelleton, NC 61149",Sales,1.36,82916.23,2009-12-21,"Administrator, local government",4,Meeting with Client,0.1
3880,Jonathan Brown,carla29@example.com,001-856-713-1519x210,"5548 Keller Mission Apt. 072, New Charles, KS 91987",HR,1.7,76278.5,2008-12-09,Risk analyst,20,Working on Project A,0.72
8531,Joseph Barrett,kristen88@example.net,+1-515-628-4684,"8840 Nicholas Corner, Bushview, ID 82082",Marketing,2.84,36544.8,2018-12-31,"Surveyor, hydrographic",11,Meeting with Client,2.14
9607,Pamela Ramirez,isaiah71@example.net,408.400.6718x5458,"790 Jennifer Fork Suite 011, Millsville, MS 97657",Marketing,2.61,115722.56,2010-12-10,"Surveyor, hydrographic",10,Working on Project A,4.9
8033,Mitchell Weaver,michael45@example.org,+1-369-888-0806x49225,"USCGC Maddox, FPO AA 41622",HR,3.31,89999.18,2015-01-23,"Designer, interior/spatial",2,Research,3.64
1620,Rebecca Andrews,michellelarson@example.com,3049874243,"24560 Jonathan Junctions Suite 463, Tiffanystad, NC 61297",HR,4.36,102541.42,2020-12-12,Sales promotion account executive,10,Working on Project A,0.03
5949,Ronald Rodriguez,tlin@example.org,001-858-957-3086x6854,"717 Barnes Spurs, Simonport, FM 70072",HR,8.42,64713.91,2014-01-24,"Engineer, maintenance",7,Coding,1.43
1968,Gabrielle Rubio,shannon76@example.org,001-575-701-3556x6597,"591 Barbara Roads, East Bettyborough, RI 93211",HR,5.99,84385.44,2021-06-23,Photographer,17,Research,4.7
7259,Kathy Hernandez PhD,xsanchez@example.org,(283)802-6788x942,"438 Rebecca Lake Suite 336, Lopezchester, CA 91448",Marketing,5.86,104869.34,2008-01-21,"Merchandiser, retail",1,Research,1.0
9174,Stephanie Parsons,goodwinlarry@example.com,890-770-7801,"53957 Mary Inlet, Lake Heather, IN 70034",HR,5.07,108735.6,2006-04-13,Medical secretary,7,Coding,2.13
4116,Breanna Mccullough,wsharp@example.com,507.875.8072x3582,"344 Anderson Stream, Zacharymouth, TX 36345",HR,9.57,67757.77,2012-11-30,Theatre director,5,Working on Project A,1.18
2281,Tammy Luna,wgibson@example.org,(676)659-4613,"597 Miller Dale Suite 001, Brandiville, MO 13583",HR,3.64,32853.3,2001-01-08,Musician,16,Coding,3.66
6783,Roger Benton,caroline62@example.com,294-767-9338x9438,"0768 Buckley Inlet Apt. 741, South Angelafurt, MN 76280",IT,8.15,97865.57,2010-12-01,Legal executive,19,Research,2.36
4295,John Castro,ismith@example.com,(276)407-5275,"8842 Schultz Meadows, West Austin, MN 92662",HR,6.58,56289.72,2001-07-16,Pathologist,19,Meeting with Client,4.83
3516,Robert Galloway,lopezderrick@example.com,311.507.8697,"045 Gutierrez Orchard Suite 139, Donaldborough, AK 72548",Marketing,1.63,66413.85,2001-07-25,"Embryologist, clinical",3,Research,1.72
4792,Troy Novak,bakeralison@example.net,487.860.6524x6507,"515 Manuel Cliff, East Jacobview, MA 89872",Marketing,9.64,31747.41,2001-12-22,Product manager,20,Meeting with Client,1.23
7907,Justin Anderson,gregoryallen@example.net,001-900-730-5909x0863,"0088 Randall Greens Suite 533, Comptonstad, SD 03404",HR,9.5,86689.47,2014-10-16,"Therapist, music",15,Working on Project A,1.3
5643,Ryan Munoz,ubass@example.com,717.811.7033x908,"50863 Matthews Crossroad Apt. 542, North Scott, SC 24777",Marketing,2.53,85196.66,2005-10-07,Historic buildings inspector/conservation officer,2,Meeting with Client,1.64
1520,Christina Jackson,yfreeman@example.com,920-691-7742,"93441 Richard Junction, Joelmouth, GA 50781",IT,5.17,45916.65,2023-05-24,Retail banker,7,Working on Project A,0.6
3703,Diana Daugherty,eric90@example.org,561-455-7706,"45593 Middleton Trace Suite 040, Villarrealside, AS 30660",HR,3.69,118712.67,2015-04-13,Management consultant,2,Meeting with Client,1.61
3196,Jennifer Robinson,alyssastewart@example.org,381-767-0491x53744,"PSC 1977, Box 6291, APO AA 68486",Sales,1.56,64842.83,2000-09-10,Operational researcher,20,Working on Project A,2.38
9379,Matthew Potter,derek31@example.com,+1-333-969-6381x28728,"341 Krystal Estates, Huntstad, ND 02635",HR,8.85,114217.49,2000-06-16,"Scientist, research (life sciences)",17,Meeting with Client,0.02
8795,Alexandria Huff,andrealopez@example.org,(459)952-2454,"9977 Tracy Islands Apt. 690, North Sharonside, IA 64451",IT,5.36,57154.59,2015-09-02,Quality manager,10,Research,2.34
3030,Dana Espinoza,smithvalerie@example.org,911.295.1734x636,"102 Alyssa Stravenue, North Vicki, DE 68045",HR,6.26,51595.79,2000-02-02,"Programmer, applications",11,Coding,4.46
